student_id,life_risk,study_risk,sport_risk,total_risk,risk_level,dominant_dimension,life_shap_top1,life_shap_top2,life_shap_top3,study_shap_top1,study_shap_top2,study_shap_top3,sport_shap_top1,sport_shap_top2,sport_shap_top3,M_score,A_score,P_score,dominant_MAP,pattern_label,pattern_reason,profile_text,intervention_type,intervention_text,priority
pjxyqwbj367,,0.24923553200040188,0.3401169753840041,0.29467625369220296,低风险,sport,door_unique_ctrl,door_event_count,lib_unique_gate,absent_count,absent_rate,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.04493273124101618,0.10594061412332585,-0.011121688032264576,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_count、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqxbk775,,0.13,0.4549557185759071,0.29247785928795356,低风险,sport,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,fhl_mean,run_punch_count,bmi_count,0.5788477135203827,0.47588739260540636,-0.02159615576038865,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：year_start、club_active_flag、fhl_mean。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqwbk624,,0.18,0.40087208288275533,0.2904360414413777,低风险,sport,door_unique_ctrl,door_event_count,lib_unique_gate,absent_rate,absent_count,absent_rate,ywqz_mean,ywqz_mean,ywqz_mean,-0.05772385434654571,-0.7738698347566649,-0.0110262922515246,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_rate、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxuqwbj638,0.5014789590651058,0.0775,,0.2894894795325529,低风险,life,club_active_flag,club_active_flag,lib_visit_count,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.21634132906484438,0.11660345038771613,-0.03853707200960095,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxsqxbj936,,0.0375,0.5380076975849084,0.2877538487924542,低风险,sport,door_unique_ctrl,door_event_count,lib_unique_gate,absent_count,absent_rate,absent_count,pe_unique_course,daily_daka_sum,pe_unique_course,-0.05437891268540207,0.10754828373218563,-0.012766621232402573,A,运动薄弱型,运动维度风险最高，核心特征集中在 pe_unique_course。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_count、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于运动薄弱型。建议优先从能力干预入手。,能力,建议围绕运动维度建立低门槛运动计划，用学习节奏支持、任务拆解与学习资源补足增强持续性。,P3
pjxyqxbj315,0.28697726909542054,,,0.28697726909542054,低风险,life,club_active_flag,club_active_flag,lib_visit_count,year_start,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.07223949898345115,-0.5425446701994167,-0.037597412540612885,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxpqxbj934,,0.1225,0.4459692329158924,0.28423461645794623,低风险,sport,club_active_flag,lib_visit_count,semester,absent_rate,absent_rate,avg_score,pe_unique_course,pe_unique_course,daily_daka_sum,0.1816792155931565,0.14035866527997576,-0.027066961926875004,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_rate、club_active_flag、pe_unique_course。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqwbj279,,0.12,0.4444018092812878,0.2822009046406439,低风险,sport,,,,absent_count,absent_count,absent_rate,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.28519861775635313,0.1573295927491037,-0.0149386621043552,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_count、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqxbl943,,0.28,,0.28,低风险,study,,,,semester,semester,semester,pe_unique_course,pe_unique_course,daily_daka_sum,-1.7843640707579844,0.17072707800918868,0.1546951592002902,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：semester、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqxbk125,,0.2775,,0.2775,低风险,study,club_active_flag,lib_visit_count,semester,absent_rate,absent_count,year_start,ywqz_mean,ywqz_mean,pe_unique_course,-0.1937707314389104,-0.34534223484098914,-0.024034982260027482,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：absent_rate、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqxbk603,,0.1775,0.3733817048638901,0.27544085243194505,低风险,sport,,,,absent_count,absent_count,absent_rate,pe_unique_course,daily_daka_sum,pe_unique_course,-0.04977553143081926,0.14351825529326695,-0.0123944260163873,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_count、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqxbj063,,0.2675,,0.2675,低风险,study,,,,year_start,term_order,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.1136757325344905,0.1761222587655206,-0.016172245920721088,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：year_start、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqxbj225,,0.2675,,0.2675,低风险,study,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.20984983088317677,0.11604767247239733,-0.011633108212863367,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqxbj840,,0.095,0.4372204974360736,0.2661102487180368,低风险,sport,,,,absent_rate,absent_count,absent_count,ywqz_mean,ywqz_mean,ywqz_mean,-0.26733491097819373,-1.1446035012275912,-0.0172832636773562,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_rate、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjwtqxbj971,,0.265,,0.265,低风险,study,door_unique_ctrl,door_event_count,lib_unique_gate,absent_rate,absent_count,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.20240523926982878,-0.7480640426773638,-0.010496100045312635,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：absent_rate、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbk510,,0.115,0.40918128858966596,0.262090644294833,低风险,sport,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,pe_unique_course,pe_unique_course,0.4860502208511264,0.09751789218180514,-0.02514554158965283,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqwbj785,,0.09590516676710248,0.4257880722317178,0.2608466194994101,低风险,sport,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,pe_unique_course,pe_unique_course,0.3131739609253701,0.10696922532767046,-0.02391419896834431,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxsqxbj780,,0.26,,0.26,低风险,study,door_unique_ctrl,door_event_count,lib_unique_gate,absent_rate,year_start,term_order,fhl_mean,run_punch_count,ywqz_mean,0.30526673692870776,0.2537519103233952,-0.010125840416285324,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：absent_rate、door_unique_ctrl、fhl_mean。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqxbj585,,0.255,,0.255,低风险,study,,,,absent_rate,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.09664806626949576,-0.7596199946654961,-0.013493960794116149,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：absent_rate、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxrqxbj996,0.2547770020370787,,,0.2547770020370787,低风险,life,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.2163536068455643,0.12262206134100741,-0.023799086970696964,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxuqwbj511,,0.17,0.33710538249555344,0.25355269124777674,低风险,sport,club_active_flag,lib_visit_count,semester,absent_count,absent_count,absent_rate,pe_unique_course,pe_unique_course,pe_unique_course,0.33258537615772393,0.09740809212028971,-0.027056731800120026,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_count、club_active_flag、pe_unique_course。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjwrqxbj952,,0.235,,0.235,低风险,study,,,,absent_rate,term_order,year_start,ws_mean,fhl_mean,bmi_count,0.24832192348004997,-1.5441815260187723,-0.015172536594458438,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：absent_rate、ws_mean。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqxbk783,0.2268333324038958,,,0.2268333324038958,低风险,life,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.075655488356327,0.11815961676985014,-0.0099521359841621,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxsqxbj918,,0.0975,0.3520586969918945,0.22477934849594727,低风险,sport,club_active_flag,lib_visit_count,semester,absent_count,absent_count,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.046216606336094535,0.10738161706551896,-0.0255054028854589,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_count、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqxbj221,,0.22,,0.22,低风险,study,,,,year_start,year_start,year_start,pe_unique_course,pe_unique_course,daily_daka_sum,-1.7735416699806228,0.16723683784966364,-0.0020312566626365484,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：year_start、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqwbk835,,0.1825,0.24281810676619708,0.21265905338309854,低风险,sport,,,,year_start,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.07956457072559191,-1.1611750854876823,-0.0185444167473174,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：year_start、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqxbj492,,0.2075,,0.2075,低风险,study,club_active_flag,lib_visit_count,semester,absent_rate,absent_count,year_start,bmi_count,run_punch_count,ws_mean,-0.3899529320016267,-0.6285605676267977,-0.023087221230248655,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：absent_rate、club_active_flag、bmi_count。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqxbk204,,0.2125,0.19624655527261214,0.20437327763630608,低风险,study,,,,absent_rate,absent_count,absent_count,ywqz_mean,ywqz_mean,ywqz_mean,-0.07518560692691145,-1.1606047521349974,-0.01293433365203462,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：absent_rate、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjwrzxbj996,,0.2,,0.2,低风险,study,,,,absent_rate,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.1186034713574828,0.1771310916547752,-0.018844234316909136,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：absent_rate、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxuqwbj750,,0.08878430887215874,0.3105242962291114,0.19965430255063504,低风险,sport,door_unique_ctrl,door_event_count,lib_unique_gate,absent_rate,absent_rate,year_start,bmi_count,ywqz_mean,ywqz_mean,0.17798934599597863,-0.7066652241816063,-0.006762785085790367,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_rate、door_unique_ctrl、bmi_count。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqxbk882,,0.1,0.2988035022848575,0.19940175114242875,低风险,sport,door_unique_ctrl,door_event_count,lib_unique_gate,semester,semester,semester,pe_unique_course,pe_unique_course,pe_unique_course,0.31388984985028695,0.10802755865025652,0.10137244394354146,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：semester、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqxbj827,,0.1975,,0.1975,低风险,study,door_unique_ctrl,door_event_count,lib_unique_gate,semester,semester,semester,fhl_mean,run_punch_count,bmi_count,0.18938976409534636,0.4840826703645909,0.11304694055863283,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：semester、door_unique_ctrl、fhl_mean。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxuqwbj890,,0.195,,0.195,低风险,study,club_active_flag,lib_visit_count,semester,year_start,year_start,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.07584865497399888,0.11624839471429575,-0.02234039519708876,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqxbj691,,0.195,,0.195,低风险,study,club_active_flag,lib_visit_count,semester,attend_record_count,term_order,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.19491838779727477,-0.5317632805944792,-0.02341259571950861,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：attend_record_count、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqwbk559,,0.095,0.2948570365460892,0.19492851827304458,低风险,sport,club_active_flag,lib_visit_count,semester,absent_rate,absent_count,year_start,pe_unique_course,daily_daka_sum,pe_unique_course,-0.054880671928062175,0.10775939473218564,-0.0237391420273243,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_rate、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxuqwbj925,,0.19382910783672527,,0.19382910783672527,低风险,study,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,term_order,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.29165696737316443,0.11387478066788953,-0.010899776787798564,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqxbj851,0.19277577473040922,,,0.19277577473040922,低风险,life,club_active_flag,club_active_flag,lib_visit_count,year_start,year_start,year_start,ywqz_mean,ywqz_mean,ywqz_mean,-0.19111150419029432,-0.753306376237236,-0.037571590799033015,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxtztbj996,,0.1875,,0.1875,低风险,study,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,term_order,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.21573394018991765,0.11478483652646328,-0.010174804652883375,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxuzxbj986,,0.18673553200040188,,0.18673553200040188,低风险,study,door_unique_ctrl,door_event_count,lib_unique_gate,term_order,year_start,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.21733230538302448,0.11681283911665265,-0.011588292014685234,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：term_order、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxuqwbj651,,0.185,,0.185,低风险,study,club_active_flag,lib_visit_count,semester,year_start,term_order,year_start,pe_unique_course,daily_daka_sum,daily_daka_sum,-0.21651155142424164,0.11652150605438279,-0.027232622270352797,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxyqxbj100,,0.175,,0.175,低风险,study,,,,absent_rate,absent_count,absent_count,pe_unique_course,daily_daka_sum,pe_unique_course,-0.0817645914008763,0.1614562592455935,-0.0191962203442547,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：absent_rate、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
pjxuqwbj490,,0.17320533860463155,,0.17320533860463155,低风险,study,door_unique_ctrl,door_event_count,lib_unique_gate,term_order,year_start,year_start,pe_unique_course,pe_unique_course,daily_daka_sum,0.17146768109587965,0.10859756159427893,-0.007178178104285316,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：term_order、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqwbk583,,0.2075,0.12465436448413303,0.16607718224206652,低风险,study,club_active_flag,lib_visit_count,semester,year_start,term_order,year_start,pe_unique_course,pe_unique_course,pe_unique_course,0.3238366833018557,0.09738183671080207,-0.022547796379813762,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqxbk615,,0.165,,0.165,低风险,study,,,,absent_count,absent_count,absent_count,ws_mean,bmi_count,fhl_mean,0.06167711587637115,-1.3426147682024077,-0.01598654626500315,M,动机波动型,未落入前述高风险模式，当前更接近动机驱动的波动状态。,该学生综合风险为低风险，主要由学习维度驱动。行为上表现为：absent_count、ws_mean。从机制上看，问题主要集中在动机。在群体中，该学生属于动机波动型。建议优先从动机干预入手。,动机,建议从动机机制入手，优先使用目标激励、正反馈机制与成就感强化推动改进。,P3
pjxyqxbk268,,0.0525,0.24022046255275964,0.14636023127637982,低风险,sport,,,,absent_count,absent_rate,absent_count,ywqz_mean,ywqz_mean,ywqz_mean,-0.2648222536514688,-1.1447696675802763,-0.01484746301134855,P,提示缺失型,MAP 机制以提示维度为主，说明外部提醒、约束和环境触发较弱。,该学生综合风险为低风险，主要由运动维度驱动。行为上表现为：absent_count、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。,提示,建议从提示机制入手，优先使用行为提醒、外部约束与环境触发优化推动改进。,P3
pjxyqxbj160,0.1425,,,0.1425,低风险,life,door_unique_ctrl,door_event_count,lib_unique_gate,year_start,year_start,year_start,run_punch_count,ws_mean,fhl_mean,-0.2846459209329138,0.0971932462538281,-0.0084336071096738,A,能力不足型,MAP 机制以能力维度为主，说明核心问题偏向能力、节奏和资源不足。,该学生综合风险为低风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、run_punch_count。从机制上看，问题主要集中在能力。在群体中，该学生属于能力不足型。建议优先从能力干预入手。,能力,建议从能力机制入手，优先使用学习节奏支持、任务拆解与学习资源补足推动改进。,P3
