student_id,risk_level,dominant_dimension,pattern_label,profile_text
pjxqzxbj984,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxqzxbj985,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxqzxbj989,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxqzxbj994,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxqzxbj996,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxrqxbj894,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxrqxbj898,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj901,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj908,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxrqxbj909,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj911,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj918,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj928,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj930,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj937,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxrqxbj939,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxrqxbj942,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj944,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj951,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj952,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj954,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj958,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj961,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxrqxbj969,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj971,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj972,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj978,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj983,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxrqxbj994,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj778,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj800,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj807,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj808,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxsqxbj810,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj811,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj867,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj872,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj877,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、fhl_mean。从机制上看，问题主要集中在动机。在群体中，该学生属于生活失衡型。建议优先从动机干预入手。
pjxsqxbj882,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj884,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、bmi_count。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj888,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxsqxbj894,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxsqxbj900,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxsqxbj912,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj925,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxsqxbj927,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj932,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj934,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxsqxbj940,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj953,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj957,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxsqxbj965,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj980,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj986,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxsqxbj994,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj463,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj499,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj519,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj547,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj552,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：semester、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj572,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj581,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj582,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在动机。在群体中，该学生属于生活失衡型。建议优先从动机干预入手。
pjxuqwbj583,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj600,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj615,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在动机。在群体中，该学生属于生活失衡型。建议优先从动机干预入手。
pjxuqwbj624,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj633,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、fhl_mean。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj641,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj642,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj691,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj738,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj748,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj751,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj758,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj760,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj761,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj773,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj774,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj787,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、fhl_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj812,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj814,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj829,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj833,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj840,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj857,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：semester、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj876,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj881,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj904,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj915,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj944,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj947,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj967,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj976,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj985,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuqwbj996,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuzvbj991,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxuzxbj997,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxwxxbj928,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxwxxbj945,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxwxxbj946,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、ywqz_mean。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxwxxbj981,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、door_unique_ctrl、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxwzxbj986,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：semester、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxwzxbj997,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：semester、club_active_flag、fhl_mean。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxxxxbj922,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：semester、club_active_flag、fhl_mean。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxxxxbj942,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：term_order、door_unique_ctrl、fhl_mean。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxxxxbj957,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：term_order、club_active_flag、fhl_mean。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxxxxbj980,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：term_order、club_active_flag、fhl_mean。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxxxxbj988,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：semester、club_active_flag、fhl_mean。从机制上看，问题主要集中在动机。在群体中，该学生属于生活失衡型。建议优先从动机干预入手。
pjxxztbj990,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxxztbj998,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxxzxkj998,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxyqwbj004,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxyqwbj015,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxyqwbj073,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
pjxyqwbj146,高风险,生活,生活失衡型,该学生综合风险为高风险，主要由生活维度驱动。行为上表现为：year_start、club_active_flag、pe_unique_course。从机制上看，问题主要集中在能力。在群体中，该学生属于生活失衡型。建议优先从能力干预入手。
