student_id,risk_level,dominant_dimension,pattern_label,profile_text
pjwtqxbj939,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbk828,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj044,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj669,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk144,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjvyzxbj995,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxqzxbj984,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk074,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxrqxbj928,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqxbl893,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqxbj756,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj221,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqwbj802,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj087,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjwtqxbj968,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj584,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqxbj868,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqxbj578,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj723,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj815,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqwbk562,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbk962,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxrqxbj918,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj031,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj713,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj896,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj985,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqwbj939,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj864,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj476,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxwxxbj928,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk005,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj479,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxxxxbj958,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj792,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjwrqxbj905,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxwxxbj941,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj018,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj889,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqwbj927,中风险,运动,提示缺失型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于提示缺失型。建议优先从提示干预入手。
pjxyqxbk997,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj574,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxwxxbj967,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxvzxbj997,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj078,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqxbk163,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxsqxbj764,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqwbj902,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk022,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqwbk514,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj319,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj991,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj992,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqwbj488,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj108,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj903,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxwxxbj972,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxuqwbj954,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqxbj663,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk674,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj796,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqxbj581,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj979,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj532,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk603,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxuqwbj678,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj997,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxsqxbj789,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj224,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxsqxbj942,中风险,运动,运动薄弱型,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。
pjxyqwbk509,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjwtqxbj977,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjwtqxbj928,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjwrqxbj984,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj023,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk594,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbk746,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk236,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj479,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj333,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk182,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj472,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj236,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxqqxbj996,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj761,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxxxxbj953,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj697,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxrqxbj944,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbk713,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxuqwbj879,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj043,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk751,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj832,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxwzxkj989,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj391,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbk665,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbk802,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk131,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj763,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj994,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj566,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj872,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj015,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj024,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk562,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj159,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj476,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjwtqxbj993,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj935,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk640,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj490,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj615,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxqzxbj996,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj683,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj150,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj908,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxwxxbj927,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbk745,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk331,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk477,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqwbj101,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxrqxbj911,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbj907,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj779,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxyqxbk349,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
pjxsqxbj982,中风险,生活,生活失衡型,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。
