student_id,life_risk,study_risk,sport_risk,total_risk,risk_level,dominant_dimension,study_best_cls_model,life_shap_top1,life_shap_top2,life_shap_top3,study_shap_top1,study_shap_top2,study_shap_top3,sport_shap_top1,sport_shap_top2,sport_shap_top3,M_score,A_score,P_score,dominant_MAP,pattern_label,pattern_reason,profile_text,intervention_type,intervention_text,priority
pjxyqxbk953,0.5014789590651059,0.1439017784543707,0.3916035522830264,0.34566142993416765,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk905,0.5014789590651059,0.0145631323145064,0.5209164033071765,0.3456528315622629,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqxbj835,0.5014789590651059,0.0145631323145064,0.5203778843189816,0.3454733252328646,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxxzxkj978,,0.1004574901257772,0.5904038359844723,0.34543066305512476,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxsqxbj922,0.5014789590651059,0.0222916849075159,0.5120689028623318,0.3452798489449845,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqxbj035,0.5014789590651059,0.0219488021580984,0.512368393352566,0.3452653848585901,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqwbk673,0.5014789590651059,0.0917534536709333,0.4422873053625166,0.34517323936618527,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxwzxkj985,0.5014789590651059,0.0324608621060397,0.5014150612389157,0.34511829413668704,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj610,0.5014789590651059,0.019458525504733,0.5142373894454064,0.3450582913384151,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqxbj315,0.6422386345477102,0.102097695704474,0.29016524607091326,0.34483385877436584,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj984,0.5014789590651059,0.0266502520226143,0.5060872381964433,0.3447388164280545,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqxbk649,0.5014789590651059,0.0322228414852607,0.500226497515109,0.3446427660218252,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj630,0.5014789590651059,0.0242972026314278,0.5078923262767199,0.3445561626577512,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjwtqxbj932,0.5014789590651059,0.0259141852231806,0.5061937515507117,0.3445289652796661,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqxbj397,0.5014789590651059,0.0145631323145064,0.5175117352654495,0.3445179422150206,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqwbj662,0.5014789590651059,0.1153964663252489,0.416570982305705,0.34448213589868654,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj084,0.5014789590651059,0.0280787601071225,0.5038009603745321,0.3444528931822535,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqxbj765,0.5014789590651059,0.0266502520226143,0.5047931009420831,0.34430743734326774,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxuqwbj535,0.5014789590651059,0.0247101035181206,0.5065703075855096,0.3442531233895787,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjwtqxbj939,0.5014789590651059,0.0528905610793795,0.47823336950610695,0.3442009632168641,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbk828,0.5014789590651059,0.072918813664368,0.4581214552982288,0.34417307600923425,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj044,0.5014789590651059,0.0850922593010229,0.44578908852137333,0.344120102295834,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj669,0.7324636615366429,0.0175840486905823,0.2819048221728298,0.34398417746668497,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk144,0.5014789590651059,0.0156087255763552,0.514574159609639,0.34388728141703334,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjvyzxbj995,0.5014789590651059,0.1536702204970257,0.3764116884516494,0.3438536226712603,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxqzxbj984,0.5014789590651059,0.1240214760873868,0.4060270268238281,0.34384248732544026,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk074,0.5014789590651059,0.1439017784543707,0.3860755091964906,0.3438187489053224,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxrqxbj928,0.5014789590651059,0.0247101035181206,0.505255180934864,0.34381474783936344,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqxbl893,0.5014789590651059,0.0145631323145064,0.5151951430431256,0.3437457448075793,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqxbj756,0.5014789590651059,0.051512127192345,0.47816726857154546,0.3437194516096655,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj221,0.5014789590651059,0.022274060284537,0.5072350762259751,0.343662698525206,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqwbj802,0.5014789590651059,0.0450323819951132,0.48433501833283454,0.3436154531310179,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj087,0.5014789590651059,0.0371893133465682,0.4920541037715803,0.3435741253944182,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjwtqxbj968,0.5014789590651059,0.1118858552724653,0.4173440707148497,0.34356962835080695,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj584,0.5014789590651059,0.0169269058637393,0.5109431468559164,0.34311633726158713,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqxbj868,0.5014789590651059,0.0244247668156924,0.5030165208478021,0.34297341557620015,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqxbj578,0.5014789590651059,0.0266502520226143,0.500512830473349,0.3428806805203564,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxuqwbj723,0.5014789590651059,0.0292093076193336,0.4977958001157894,0.34282802226674297,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxsqxbj815,0.5014789590651059,0.01610192011285,0.5107910558856789,0.34279064502121154,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqwbk562,0.5014789590651059,0.0325257301393238,0.4942971497026448,0.3427672796356915,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbk962,0.5014789590651059,0.0266502520226143,0.5000579557957079,0.34272905562780936,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxrqxbj918,0.5014789590651059,0.0269608689453145,0.49962031121949424,0.3426867130766382,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbj031,0.4965771610441309,0.1451552472077128,0.3862622208410345,0.34266487636429277,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj713,0.5014789590651059,0.0325257301393238,0.49396570520612765,0.34265679813685246,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj896,0.5369315774564789,0.0266502520226143,0.4642729147817998,0.34261824808696434,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxsqxbj985,0.5014789590651059,0.0167082522430229,0.5093938512973356,0.34252702086848813,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxyqwbj939,0.5014789590651059,0.0280787601071225,0.49801759851232397,0.3425251058948508,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqwbj864,0.5014789590651059,0.0908153101895205,0.4352116858933728,0.3425019850493331,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxuqwbj476,0.5014789590651059,0.0192748979704649,0.5067307041660514,0.34249485373387406,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxwxxbj928,0.5014789590651059,0.1052133379045445,0.4207449794617234,0.34247909214379124,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxyqxbk005,0.5014789590651059,0.0280787601071225,0.4978600214029228,0.34247258019171706,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxuqwbj479,0.5014789590651059,0.0167082522430229,0.5089665447819793,0.34238458536336935,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjxxxxbj958,0.5014789590651059,0.1243095420585844,0.4012380716841908,0.34234219093596036,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
pjxsqxbj792,0.5014789590651059,0.0145631323145064,0.5105273234500897,0.342189804943234,中风险,sport,study_v1,,,,,,,,,,0.0,0.0,0.0,P,运动薄弱型,运动维度风险最高，核心特征集中在 运动行为。,该学生综合风险为中风险，主要由运动维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于运动薄弱型。建议优先从提示干预入手。,提示,建议围绕运动维度建立低门槛运动计划，用行为提醒、外部约束与环境触发优化增强持续性。,P2
pjwrqxbj905,0.5014789590651059,0.059313334023306,0.465338674873629,0.342043655987347,中风险,life,study_v1,,,,,,,,,,0.0,0.0,0.0,P,生活失衡型,生活维度风险最高，生活行为特征集中在 生活行为。,该学生综合风险为中风险，主要由生活维度驱动。行为上表现为：暂无显著行为特征。从机制上看，问题主要集中在提示。在群体中，该学生属于生活失衡型。建议优先从提示干预入手。,提示,建议先修正生活维度的作息与环境行为，采用行为提醒、外部约束与环境触发优化建立稳定习惯。,P2
